category,title,page_content,is_augmented
지원 제도,"[IT] 업무자산(PC, 모니터) 손, 망실 처리",작성일자 2025년 6월 고장원인 점검내용 과실여부 등은 필요 시 전문기관의 소견을 바탕으로 진행합니다 자산 사용 상 발생하는 이슈는 슬랙 teamcultureloungehelpdesk 채널로 문의주세요 자연사용 상 손실 대상 단순 기계 소프트웨어 제조결함 및 호환성 이슈로 인한 고장 예시 충격 침수 등의 외부요인 없이 발생한 각종 장애 디스플레이 픽셀 손상 꺼짐 전원 시동 불가 배터리 고장 메인보드 고장 케이블 고장 C type HDMI 등의 외부연결 포트 고장 기타 원인을 가늠하기 어려운 사용 상 고장 해결 발생 비용 100 팀에서 부담 구성원 개인 과실에 의한 손 망실 대상 손실 파손 침수 등 구성원 개인이 초래한 과실에 의한 고장 망실 자산 휴대 반출입 중 발생한 분실 예시 액체 유입으로 인한 고장침수 낙하 충돌 부딪힘 등 물리적인 충격으로 인한 고장 기타 구성원 개인이 초래한 외부요인으로 인한 고장 해결 손실 수리 시 발생 비용 중 40 구성원 개인 부담 교체 시 감가상각된 고장폐기예정자산의 잔여가치 중 40 구성원 개인 부담 수리비용이 고장자산의 잔여가치를 상회하여 고쳐 사용할 가치가 없는 경우 적용 망실 감가상각된 망실자산의 잔여가치 기준 40 구성원 개인 부담 망실 발생 시 자산을 찾는 기간 동안 임시 업무장비 지급 최종 망실로 확정된 경우 망실자산과 유사한 내용연수의 자산 지급 Q1 구성원 개인 부담 비용은 어디로 입금하나요 A1 회사 계좌 신한은행 140012679008 예금주 플렉스주 로 입금 후 손 망실 관련 슬랙 스레드로 알려주시면 담당 조직에서 확인하겠습니다 입금자명은 구성원 본인 성함으로 부탁드립니다 Q2 흠집이 생겼는데 이것도 손실인가요 A2 흠집으로 자산이 재기능을 하지 못 하는 경우만 손실로 인정하고 그밖에 생활 흠집은 손실의 대상으로 인정하지 않습니다 EOD,FALSE
지원 제도,[IT] 직무 별 지급자산(PC) 기준,작성일자 2025년 06월 자산 신청은 워크플로우 IT유형자산 추가지급 요청 문서를 작성합니다 자산 지급은 신규 구매가 아닌 유휴 자산을 최우선 합니다 신규 구매가 필요한 경우에는 직무 별 자산 기준에 따라 지급합니다 1인 1자산 지급을 원칙으로 하며 담당 업무 또는 팀의 목표 달성을 위해 승인 하에 추가 지급을 부분 허용합니다 기종 운영체제 사양 기준은 구성원의 직무 수행환경에 따라 변경될 수 있습니다 자산 기준은 소급하여 적용하지 않습니다 자산 정보 대상 직군 BE Cloud Platform 맥북프로 16 Max 16코어 CPU 40코어 GPU 64GB RAM 1TB SSD 제품 상세 대상 직군 BE Cloud Platform을 제외한 개발직군 디자이너 맥북프로 16 Pro 14코어 CPU 20코어 GPU 48GB RAM 512GB SSD 제품 상세 Support Growth LG gram 15 Ultra 7 125H 32GB RAM 512GB SSD 제품 상세 Windows 교체 기준 대상 개인 지급자산PC 내용 아래 사유로 인해 정상적인 업무수행이 어려운 경우 지급자산을 교체합니다 1 자산이 본래 기능을 정상 수행하지 못 하는 경우 취득일은 구매일자로 지정하나 구매 후 납기까지 1개월 이상 초과하여 감가상각비가 정상 적용되기 어렵다고 판단되는 경우 실제 납기일을 취득일로 함 필요 시 안내예정 2 담당직무 변경에 따라 해당 직무에 걸맞는 스펙이 필요한 경우 PM Engineer 주 직무 변경 시 등 3 입사 후 지급 받은 자산이 업무수행에 적합하지 않은 경우 데모 화상 내외부 SaaS 동시 운용이 필요한 CT 직무의 운영체제 변경상향 지급 등 4 기타 하기 조건을 만족하는 경우 자연손실된 자산 중 수리비용이 잔여가치를 상회하여 고쳐 쓰는 것에 이익이 없는 경우 교체함 비고 EOD,FALSE
지원 제도,"[IT] Device Trust (인증, 등록) 가이드",flex 팀 단말 보안 강화를 목적으로 2024년 10월 10일 이후부터 Device Trust 정책을 시행 중요도M외부불가능 이상의 애플리케이션은 인증된 단말에서만 접근 가능하도록 변경됩니다 아래 가이드를 참고하시어 Device Trust 를 위한 장치 인증등록 부탁드리며 관련된 문의는 슬랙 teamsecurity 채널로 언제든 주세요 비고 애플리케이션 중요도 분류 바로가기 STEP1 Okta Verify 장치 등록 FastPass mac Okta Verify app 이슈로 인해 Okta Verify PUSH로 변경 1 Okta Verify 앱을 실행해주세요 MDM 을 통해 자동설치 되어 있습니다 2 다음 을 클릭해주세요 3 New account 빈칸에 을 입력한 후 다음 을 클릭해주세요 다른 장치에서 계정 추가 로 진행해도 무방하나 입력과정이 번거로워 url 로 안내드립니다 4 팝업된 브라우저를 통해 Okta 인증을 진행해주세요 5 활성화 를 클릭해주세요 6 등록이 완료되었습니다 창을 닫고 STEP2 Device Trust 인증 을 진행해주세요 windows 1 Okta Verify 앱을 실행해주세요 MDM 을 통해 자동설치 되어 있습니다 2 다음 을 클릭해주세요 3 New account 빈칸에 을 입력한 후 다음 을 클릭해주세요 다른 장치에서 계정 추가 로 진행해도 무방하나 입력과정이 번거로워 url 로 안내드립니다 4 팝업된 브라우저를 통해 Okta 인증을 진행해주세요 5 활성화 를 클릭해주세요 6 설정 을 클릭해주세요 7 지문 인식Windows Hello 설정 을 통해 지문등록을 완료해주세요 지문 입력기 위치 상세 이미지 1 X1 8세대 2 X1 911세대 3 X1 12세대 4 X1 Extreme 시리즈 중요 지문인식과 PIN 을 설정할 수 없도록 비활성화 되어 있다면 1 시작 표시줄 도구모음에 Workspace ONE 아이콘을 더블클릭해주세요 2 이름이 기록된 프로필 블록을 클릭해주세요 3 장치 동기화 클릭 후 완료까지 기다려주세요 일부 단말은 자동으로 재부팅될 수 있으며 완료 후 로그인 옵션 을 수정할 수 있는지 확인해주시고 혹 여전히 수정이 불가능한 경우 단말을 수동으로 재부팅 후 다시 로그인 옵션 에 접근해주세요 8 PIN 설정 을 클릭해주세요 9 PC 로그인 암호를 입력해주세요 10 최소 6자리 이상의 PIN 설정 후 확인 을 클릭해주세요 11 선택적으로 확인가능 확인 을 차례로 클릭해주세요 일부 계정에 한하여 계정인증을 요구합니다 지급 받은 MS 오피스 계정으로 인증해주세요 12 Okta Verify 앱으로 돌아와 활성화 를 클릭해주세요 13 지문 인증을 진행해주세요 14 등록이 완료되었습니다 창을 닫고 STEP2 Device Trust 인증 을 진행해주세요 STEP2 Device Trust 인증 OS 공통 1 dtdevflexisteam8884 클릭하여 접속 후 Login 을 클릭해주세요 2 PC 에 설치된 Okta Verify 앱을 통해 신원 확인이 진행됩니다 편하신 인증수단코드 Push 암호입력 또는 FastPass 으로 완료해주세요 3 Device Trust 등록이 완료되었습니다 꿀팁 Webauthn 으로 Okta 인증하기 OS 공통 부제 PC 비밀번호 or 지문으로 Okta 인증하기 핸드폰 워치 푸시 인증은 이제 그만 0 Webauthn 인증을 지문 으로 수행하고자 하는 경우 Mac 은 touch ID Windows 는 위 가이드 STEP1 의 Windows Hello 등록 후 가능합니다 등록 후 아래 단계를 진행해주세요 1 Okta 대시보드 flexteamoktacom 접속 후 우측 상단 프로필 설정 차례로 클릭해주세요 2 보안 방법 항목 보안 키 또는 생체인식 인증 프로그램 설정 을 클릭해주세요 3 각 단계 별 설정 을 클릭해주세요 4 패스 키 생성 팝업에서 계속 을 클릭해주세요 경우에 따라 본 팝업은 안 뜰 수 있습니다 Chrome 1password 확장 프로그램이 켜져 있는 경우 끄고 진행하거나 1password 패스 키 저장 팝업을 확인하지 않고 닫아주시면 됩니다 5 지문 센서 터치 또는 암호 사용으로 인증하면 Webauthn 등록 완료입니다 윈도우는 지문 or PIN 이후 Okta 인증 시 보안 키 또는 생체인식 인증 프로그램 을 선택하면 PC 암호 또는 지문으로 편리하게 로그인 가능합니다 EOD,FALSE
지원 제도,[IT] Slack 활용 안내,주요 채널 안내 즐겨찾기 채널 general 전체 구성원 공지 random 무언가 공유하고 싶을 때 corevalues 팀의 핵심 가치에 대해서 sharingtimeandattendance 휴가 외근 등의 일정을 공유하고 싶을 때 업무용 추천 채널 dictionary 작고 사소한 부분부터 모든 궁금증은 여기로 chapterdevfool 엔지니어링 영역 관련 질문을 하고 싶을 때 qnawiki 자주 오는 고객 질문의 모든 것 서비스고객 관련 채널 customerstat 팀의 실적 지표를 데일리 통계로 공유 critical 심각한 장애가 발생하는 경우에 알리고 해결하기 customerfeedback 고객의 개선 사항이나 요청 사항을 이야기하고 처리 flexteamfeedback 우리 팀이 flex 서비스를 이용하면서 겪는 불편함과 아이디어 공유 groupsupporting Customer 관련 업무 논의가 이루어지는 곳 idea 프로덕트 관련 새로운 아이디어나 개선 의견이 있다면 팀 생활에 유용한 채널 너나들이 매월 2 4번째 수요일 점심 랜덤 조와 함께 식사 officemeal 식사 파티원 식사 메뉴 공유 officefamilyevents 구성원의 생일 입사 기념일 경조사 축하 teampeopleexperience 입사 후 궁금한 건 무엇이든 물어보기채용과 관련된 것 물어보기 teamflexlounge 플렉스팀 라운지와 관련된 의견이 있을 때 sig Special interest group 관심사 취향이 같은 구성원끼리 모이는 동호회 게시판 약 300여 개 채널 주의 사항 개인 정보 및 기밀 정보를 공유하는 것 외에는 개인 DM 사용을 지양합니다 슬랙 User Group 생성 안내 teamculturelounghelpdesk 채널을 통해서 요청 주시기 바랍니다 FAQ,FALSE
지원 제도,"[Windows] 구글밋 - 마이크, 카메라 사용불가 해결방법",하드웨어 제조사레노버 이슈로 일부 기기에서 구글밋 사용 시 크롬 권한을 잘 설정하였음에도 카메라 마이크를 사용할 수 없는 문제가 발견되었습니다 카메라의 경우에는 제조사에서 제공하는 펌웨어 를 통해 마이크의 경우에는 윈도우 설정 조정을 통해 문제를 해결할 수 있습니다 아래 가이드를 참고하시어 문제 해결 부탁드리며 혹 어려움이 있으신 경우 슬랙 teamloungehelpdesk 에 문의해주세요 필수 크롬 구글밋 설정을 먼저 확인해주세요 1 구글밋에 입장 후 크롬 창 좌측 상단 설정 아이콘을 클릭하여 카메라 마이크의 사용 권한이 모두 활성화 되어 있는지 확인해주세요 2 이어서 크롬 창 우측 상단에 카메라 아이콘 클릭하여 카메라 및 마이크 가 허용되어 있는지 확인해주세요 카메라 펌웨어 1 시작표시줄에서 검색 확인 클릭해주세요 2 화면 중앙 고급 옵션 을 클릭해주세요 3 선택적 를 클릭해주세요 4 Lenovo Ltd Firmware 1xxxx 이름의 선택 후 다운로드 및 설치 를 클릭해주세요 5 컴퓨터 재부팅이 필요하며 안내에 따라 를 마무리한 뒤 다시 구글밋에 접속하여 확인해주세요 12세대 레노버 X1 인 경우 마이크 1 시작표시줄 윈도우 설정 을 차례로 클릭해주세요 2 왼쪽 탭에서 시스템 을 찾아 클릭해주세요 3 소리 를 클릭해주세요 4 화면 중앙 입력 카테고리에 음소거 되어 있는 볼륨 마이크 아이콘을 클릭하여 활성화 해주세요 5 구글밋에 다시 접속하여 마이크가 되는지 확인해주세요 FAQ,FALSE
지원 제도,고객사 주차 지원 안내,홈그라운드에 방문하는 고객사의 차량 주차 지원 가이드입니다 아래 내용을 참고하시어 플렉스 고객이 편안하게 방문하고 긍정적인 미팅 경험을 가질 수 있도록 적절히 사용하여 주시기 바랍니다 기타 궁금한 내용은 슬랙 teamloungehelpdesk 채널에 ugteamculture 를 멘션하여 상황을 공유해주시면 논의 후 안내 드리도록 하겠습니다 지원기준 대상 홈그라운드에 방문한 유료 고객사 차량 내용 최대 2시간 주차 지원 무료 30분 유료 1시간 30분 신청 및 이용 방법 1 신청 고객사명 방문고객 주차지원 워크플로우 작성 1 미팅 종료 후 직접 주차 사이트에 차량 정보와 시간을 입력 주차사이트 접속 ID gaflexteam PW rnao0211 차량번호 4자리 입력 조회 무료 30분 유료 1시간 30분까지 버튼 선택 1 워크플로우에 댓글로 차량번호 입력 주의 사항 무료 30분 부터 사용 지원 후 필수 워크플로우에 댓글로 차량번호 입력 주차지원 히스토리 관리용 FAQ Q1 주차지원 방법을 자세히 알려주세요 주차 지원 방법 안내 운영사 사이트 로 접속 및 이용해주세요 1 PC 또는 모바일에서 주차지원 사이트에 접속해주세요 아래 이미지 1번 과 같이 내용을 입력하고 로그인 을 클릭해주세요 2 아래 이미지 1번 과 같이 차량번호 4자리를 입력하고 조회 을 클릭해주세요 3 아래 이미지 30분 할인무료 를 선택하고 할인 적용 추가 1시간 30분까지유료 반복적으로 할인적용 을 클릭해주시면 주차권 적용이 완료됩니다 Q2 유료 고객사 외에는 지원이 불가한가요 A 원칙적으로는 유료 고객사에 한해 지원하지만 팀 내부 판단에 따라 협력사 등 온도감 있는 방문의 경우 예외적으로 지원합니다 워크플로우에 해당 내용을 남겨주세요 조직장 승인 진행 Q3 무료 주차가 입력되지 않아요 A 해당 건물에서 이미 다른 업체를 통해 무료 주차를 이용한 경우 지원이 불가 합니다 유료 지원 후 워크플로우 댓글로 남겨주세요 Q4 차량이 조회되지 않아요 A 주차지원은 해당건물에 차량이 입차 한 후에 조회가 가능합니다 인식이 잘못된 경우에는 teamloungehelpdesk 채널에 ugteamculture 를 멘션하여 상황을 공유해 주시면 업체로 전달해 지원해 드리겠습니다,FALSE
지원 제도,구글 이메일 서명 등록 가이드,등록 방법 이메일 서명 템플릿 클릭 바로가기 1 위 파일의 예시 템플릿을 드래그하여 복사해주세요 2 Gmail 상단 톱니바퀴 아이콘 모든 설정 보기 를 차례로 클릭해주세요 3 기본설정 탭을 아래로 스크롤 서명 부분에서 새로 만들기 를 클릭해주세요 4 서명 이름을 작성하고 만들기 를 클릭해주세요 이미지 예시의 서명 이름은 원하는 이름으로 지정해주세요 로 해보았습니다 5 서명 내용 작성란에 미리 복사해둔 서명을 붙여넣은 후 본인 정보에 맞게 수정해주세요 양식 영문명 직무명 등은 지급된 명함 참고 한글이름 영문이름볼드 영문직무명 휴대전화 이메일 6 방금 설정한 서명을 기본값으로 선택 페이지 하단의 변경사항 저장 을 클릭해주세요 7 Gmail 메인 화면으로 돌아가 편지 쓰기 로 설정된 이메일 서명을 확인해주세요 FAQ 참고 잘 사용하던 이메일 서명이 깨졌다면 1 Gmail 상단 톱니바퀴 아이콘 모든 설정 보기 를 차례로 클릭해주세요 2 이미지 변경이 필요한 메일서명 클릭 후 작성란의 기존 이미지를 삭제해주세요 3 작성란 하단의 이미지 삽입 버튼을 클릭해주세요 1 아래 주소를 복사 붙여넣기 후 선택 클릭해주세요 5 서명 기본값 설정 확인 후 변경사항 저장 을 클릭해 저장해주세요 6 Gmail 메인 화면으로 돌아가 편지 쓰기 로 설정된 이메일 서명을 확인해주세요,FALSE
지원 제도,명함신청 안내,신청 방법 명함신청 시 워크플로우 명함신청 양식 작성 기본 200매 지급 추가 수량이 필요할 경우 아래 요청사항 기재 주의 사항 그룹 메일로 신청할 경우 별도의 주소 기입 이름 영문이름 조직 전화번호 이메일 이 기본정보로 입력되어 수정변경이 필요할 경우 아래 상세 내용 기입 긴급도에 따라 평균적으로 보통 710일 긴급 3일 가량 소요되는 점을 감안하여 신청 FAQ Q 흰색 외에 다른 색상의 명함이 신청 가능한가요 A 현재 플렉스 구성원에는 흰색 명함으로 제공 되므로 별도의 색상으로 신청이 어렵습니다 일부 검정색 명함이 지급되는 경우가 있습니다,FALSE
지원 제도,법인차량 이용 안내,운영 안내 flex 팀은 1호기교체 예정와 2호기카니발 흰색 195호2177를 보유하고 있습니다 업무상의 이유로 대중교통을 이용하기 어려운 장소로 이동시 이용이 가능합니다 주말공휴일의 경우 업무상 이용 스케쥴이 없을시 개인 용도로도 이용이 가능합니다 단 업무스케쥴이 항상 우선인 점 인지 부탁드립니다 만 30세 이상 플렉스 구성원만 보험이 적용 가능합니다 만 30세 이하 혹은 플렉스 구성원이 아닌 분은 운전 할 수 없습니다 이용 방법 Step 1 법인차량을 이용하시는 구성원께서는 구글캘린더의 자원관리 스케쥴을 작성부탁드립니다 법인차량의 이용 스케쥴도 미리 확인 할 수 있어요 구글캘린더 추가방법 1 구글캘린더에서 를 눌러 캘린더 추가 1 리소스 찾아보기 1 차량테슬라20너3374 차량카니발195호2177 선택 자원사용 방법 1 만들기 이벤트 추가 1 제목 및 스케쥴 삽입 1 회의실 또는 위치추가 회의실 추가 테슬라20너3374 선택 1 저장 끝 Step 2 Slack의 teamculturehelpdesk 채널에 이용 History 를 남겨주세요 FAQ Q 업무가 끝나면 차량은 가지고 퇴근 할 수 있나요 A 원칙은 회사에 반납 후 퇴근이나 익일 오전 반납이 반론의 여지없이 효율적일 경우 익일 반납 가능합니다 단 다음 이용 스케쥴 이전에 반납을 최우선 원칙으로 합니다 Q 주말공휴일 여행의 개인용도로 사용 가능한가요평일의 경우 업무이용 가능성으로 이용 할 수 없습니다 A 주말공휴일 법인차량의 스케쥴이 없을시 구성원들에 한해 이용 스케쥴을 잡을 수 있습니다 단 만 30세 이상의 구성원에게만 보험이 적용되는 점 다시 한 번 숙지 부탁 드립니다 Q 개인 용도 이용시 비용이 청구되나요 A 무료로 이용가능합니다 다만 반납시 연료 및 충전은 100로 채워 주세요 소정의 이용료라고 인지해 주시면 됩니다 Q 반납시 지정주차 구역이 있나요 A 지정된 주차구역은 찾기 쉽도록 지하 2층에 반납 부탁드려요 Q 카니발 차량의 기름 or 요소수가 없습니다 A 카니발 차량은 경유차량입니다 사이드 콘솔에 비치된 gowid 카드를 이용하여 주유충전 해 주시면 됩니다 Q 전기차테슬라가 처음이라 충전법을 모르겠어요 테슬라 내부 스크린에서 번개 아이콘을 누르면 후면 충전커버가 열립니다 트렁크에 충전 아답터가 비치되어 있습니다 꼭 충전 후 챙겨주세요테슬라 전용 충전스테이션은 필요없음 충전케이블에 아답터를 체결하고 테슬라 충전부에 결속합니다 테슬라 내부 명함꽂이에 위치한 충전카드검은색를 충전스테이션에 태깅하여 결제합니다 충전이 끝나면 스크린에서 충전 포트 잠금 해제를 터치하시면 케이블을 분리 할 수 있습니다 그리고 닫기를 누르면 충전부 커버가 닫히며 충전을 완료합니다 한번 더 강조 꼭 충전케이블에서 아답터를 분리해 트렁크에 넣어주세요 별도 구매품이며 제법 비쌉니다 터치패널에서 닫기를 눌러 충전부 커버를 닫고 마무리,FALSE
지원 제도,복합기 등록/이용 안내,복합기 드라이버 설치 및 설정 방법 구버전 복합기 드라이버 제거 방법 Windows 1 작업표시줄에서 프린터 및 스캐너 를 검색하여 클릭해주세요 2 구버전 복합기 드라이버 AC307064bit 을 클릭해주세요 3 제거 클릭하여 구버전 복합기 드라이버를 제거해주세요 4 제거 작업이 완료되었습니다 이어서 새 드라이버를 설치해주세요 Mac 1 시스템설정 프린터 및 스캐너 검색 후 플렉스 프린터를 클릭해주세요 2 프린터 제거 를 클릭하여 프린터를 제거할 수 있습니다 이어서 아래 가이드를 활용해 새 드라이버 설치를 완료해주세요 Windows 1 아래 설치파일 다운로드 후 압축을 해제한 뒤 실행해주세요 urlurl 2 설치마법사에서 Start InstallS 확인 을 차례로 클릭해주세요 Destination Port 가 10102012 인지 반드시 확인해주세요 예전 드라이버 101019012 파일인 경우 1번의 파일로 다시 다운 받은 후 실행해주세요 3 작업표시줄에서 프린터 및 스캐너 를 검색하여 클릭해주세요 4 Apeos C307064bit 프린터 프린터 속성 을 차례로 클릭해주세요 5 구성 탭 인증 을 차례로 클릭해주세요 6 작업 소유자명 지정 항목 클릭 작업 소유자명 입력 으로 변경 후 사용자 ID 지정E 항목에 ID를 입력한 뒤 확인 을 클릭해주세요 ID는 각 구성원 Okta 계정 앞부분입니다 ex hyeongjun 7 적용 확인 을 차례로 클릭해주세요 8 설정이 완료되었습니다 프린트가 필요한 문서를 출력해보세요 Mac 1 아래 설치파일 다운로드 후 압축을 해제한 뒤 실행해주세요 urlurl 2 pkg 파일을 더블클릭하여 실행해주세요 3 이어지는 설치마법사를 통해 설치해주세요 4 설치 프로그램은 유지해주세요 5 SmartWhereDriver 파일을 더블클릭해 실행해주세요 6 프린터 추가를 클릭해주세요 추가를 완료해도 창이 사라지지 않습니다 드라이버 완전 설치 후 Finder 에서 제거해주세요 7 시스템설정 프린터 및 스캐너 검색 시 플렉스 프린터가 추가된 것을 확인해주세요 8 세부 설정을 위해 미리보기 이미지 또는 인터넷 화면을 인쇄해주세요 단축키 cmd P 이때 대상 항목을 클릭하여 플렉스 프린터로 변경해주세요 9 설정더보기 시스템 대화상자를 사용하여 인쇄 를 차례로 클릭해주세요 10 프린터 옵션 Job Accounting 옆 i 아이콘을 차례로 클릭해주세요 11 User Details Setup 을 클릭해주세요 12 Specify Job Owner Name 항목을 Enter Owner Name 으로 변경 후 USER ID 를 입력해주세요 ID는 각 구성원 Okta 계정 앞부분입니다 ex hyeongjun 13 프리셋 항목 중 현재 설정을 프리셋으로 저장 클릭 프리셋 이름 을 플렉스 기본 으로 변경 유형 을 사용자 설정 프리셋 선택한 뒤 확인을 클릭해주세요 14 설정이 완료되었습니다 프린트가 필요한 문서를 출력해보세요 복합기 사원증 등록 방법 복합기 위치 7F 업무공간 내 캔틴 2곳에 위치하고 있습니다 1 근처 복합기로 이동해주세요 2 복합기 우측에 위치한 사원증 인식 장치에 사원증을 태그해주세요 3 신규 이용 시 등록되지 않은 카드라는 팝업이 출력됩니다 확인 을 클릭해주세요 4 사용자 ID와 PW를 입력한 뒤 확인 을 클릭하면 복합기 사원증 등록이 완료됩니다 ID는 각 구성원 Okta 계정 앞부분 ex hyeongjun PW는 1111 입니다 인쇄 방법 1 PC 에서 문서를 출력해주세요 2 복합기 오른쪽 사원증 인식 장치에 사원증을 태그 후 프린트 대기 목록을 확인해주세요 3 출력할 문서를 선택한 후 프린트 를 클릭하면 출력이 완료됩니다 스캔 방법 1 복합기 오른쪽 사원증 인식 장치에 사원증을 태그해주세요 2 메일 을 클릭해주세요 3 복합기 상단 원고대에 스캔이 필요한 문서를 올려두고 시작 을 클릭해주세요 4 문서가 복합기를 통과하여 스캔이 완료되면 구성원 업무 이메일로 스캔 파일이 전송됩니다 FAQ Q1 Mac 사용자입니다 가이드 대로 설치하였는데 프린트가 되지 않습니다 어떻게 해야 할까요 A1 웹 브라우저에서 cmd p 단축키를 사용해 바로 인쇄하는 경우 출력요청 명령이 누락될 수 있습니다 이때 시스템 대화상자를 사용하여 인쇄 로 인쇄 시 해결할 수 있습니다 해결방법 1 인쇄 대화상자에서 설정 더 보기 시스템 대화상자를 사용하여 인쇄 를 차례로 클릭해주세요 2 프린트 를 클릭하고 복합기에 사원증을 태그해 출력해주세요 Q2 다른 파일은 인쇄되는데 PDF 파일 인쇄가 안 됩니다 어떻게 해야 할까요 A2 PDF 파일을 크롬으로 연 뒤 크롬 브라우저에서 인쇄하면 해결됩니다 검색용 키워드 검색용 키워드 프린트 프린터 복합기 인쇄 복사,FALSE
지원 제도,사내 도서관/ 도서 지원 안내,신청 방법 도서 구매 신청은 flex 워크플로우 도서 구매 신청 에서 가능 합니다 도서 구매 구매 주기 2주에 한 번 기준 매월 둘째 주 넷째 주 화요일 전까지 올라온 워크플로우 기준으로 도서 구매 1차 구매 둘째 주 화요일 전까지 워플 올라온 도서 둘째 주 구매 2차 구매 넷째 주 화요일 전까지 워플 올라온 도서 넷째 주 구매 급하게 필요한 도서는 별도 요청 시 먼저 구매 가능합니다 이용 방법 업무에 필요한 도서는 구입하여 활용할 수 있습니다 신청 및 이용 전 아래 가이드 라인을 확인해주세요 도서 입고 시 워크플로우 댓글로 안내 드립니다 8층 라운지 에서 도서를 수령해주세요 모든 도서스터디 미포함는 회사의 자산으로 활용을 마친 모든 도서는 다른 분들도 활용할 수 있도록 8층 책장으로 반납해주세요 도서의 활용 기간은 2주입니다 대여 시 아래 보유 도서 항목에 현재 위치에 이름을 기재해주세요 책장 반납 시 현재 위치 항목에서 이름을 삭제하시고 책장 반납에 체크해주세요 동일 도서가 여러 권인 경우 책에 숫자가 표기되어 있습니다표기된 번호를 확인하신 후 해당 권에 체크 부탁드립니다 도서 대장 도서 대장 온라인 도서 자료 안내 urlurl FAQ Q 스터디도서 신청이 가능한가요 A 그룹스터디 도서에 한하여 업무 능력 향상을 위해 지원하고 있습니다 그룹 스터디 도서를 신청할 경우 워크플로우에 상세히 작성해주세요 목적 기간 참가명단 도서수량 스터디내역노션링크 등,FALSE
지원 제도,사원증 재발급 방법,사원증은 플렉스 구성원으로서 소속감을 느낄 수 있도록 지급되는 물건이며 서로를 확인하기 위해 사무실을 출입하기 위해 사용하고 있습니다 사원증 분실 및 파손이 발생하는 경우 아래 재발급 방법을 참고하시어 신청 부탁드립니다 사원증은 사무실을 출입할 수 있는 보안 키 입니다 분실 시 꼭 공유 부탁드려요 구성원 간 서로 쉽게 알아볼 수 있도록 착용을 권장드립니다 사원증 분실파손 시 STEP 1 워크플로우 작성 구성원 Culture 팀 flex 사원증 재발급 신청 워크플로우바로가기를 통해 결재 승인을 받아주세요 워크플로우 작성 시 영문이름이 자동생성되지 않는다면 1 영문이름이 자동생성되지 않는 경우 flex 프로필에서 영문이름 설정이 필요합니다 2 flex 에서 내프로필 을 클릭해주세요 3 기본정보 에서 변경 을 클릭해주세요 4 영문이름은 여권 영문명 발급된 명함에 적힌 영문명 과 동일하게 설정 후 변경하기 해주세요 5 flex 새로고침 후 워크플로우를 다시 작성해주세요 새로고침하지 않는 경우 간혹 설정내용이 반영되지 않습니다 STEP 2 사원증 수령 받기 Culture 팀 구성원 워크플로우 확인 후 사원증을 제작하여 워크플로우 댓글로 안내 드립니다 확인 후 8층 라운지 헬프데스크로 방문하여 수령해주세요 수령 시기 사원증 수령 가능일 약 710일 후 라운지에서 수령 가능 사원증모바일 출입증 고장 시 STEP 1 고장 증상 공유 후 전달 구성원 Culture 팀 슬랙 내 teamcultureloungehelpdesk 채널을 통해 ugteamculture 멘션 후 증상 공유와 함께 해당 사원증을 8층 라운지 헬프데스크 로 전달해주세요 STEP 2 증상 조치 Culture 팀 고장 여부 확인 후 구두 및 스레드로 안내 드립니다 이 외에도 사원증과 관련된 문의사항은슬랙 내 teamcultureloungehelpdesk 채널을 통해 ugteamculture 로 언제든 말씀해주세요,FALSE
지원 제도,"사원증(카드, 모바일) 사용 안내",신청 대상 플렉스팀 모든 구성원 ADT 모바일 출입증 신청 방법 안내 15886400으로 발송된 SMS로 전송된 링크를 선택합니다 링크의 페이지에서 앱을 설치해 줍니다 앱을 설치한 후 다시 SMS 링크를 선택하시면 인증 및 동의 화면으로 이동을 합니다 인증 및 동의 화면으로 이동하지 않는다면 앱을 종료 후에 다시 링크를 선택해주세요 앱에서 다운로드를 선택하시면 바로 모바일 출입증을 이용 가능합니다 휴대폰을 인식기에 터치하면 되는데 안드로이드는 휴대폰의 NFC태그 근처 아이폰은 블루투스라서 근처에 가져가면 인식됩니다 기타 사원증이 아닌 모바일 출입증도 flex lounge에서 결제가 가능합니다 복합기에는 모바일 출입증으로 인증을 할 수 없습니다 이용 안내 사무실 출입 아래 2가지 방법을 통해 가능합니다 자동문에 사원증 태깅 후 출입 방화문 출입 혹은 문자로 받은 초대 링크를 통해 ADT 모바일앱 설치 FAQ,FALSE
